source_surface_longitude,Br,R^2
71.42254345606432,17.8821085,0.24529908770046638
71.45237394217042,17.7906705,0.2452526592777787
71.49999762107802,18.851763,0.2451785300093824
71.54761858470658,18.9050045,0.2451043959060319
71.59523682415397,19.183151,0.2450302569824999
71.64286701145357,18.657412,0.2449560903920568
71.6904797874487,20.9042885,0.24488194185169682
71.73808984275843,22.519531,0.2448077884885185
71.7857118570486,17.796255,0.2447336074355015
71.83333108829112,17.359745,0.2446594216530885
71.88094762575949,15.77936,0.2445852310031009
71.92856136224327,18.836239,0.2445110356535348
71.9761870951918,16.462304,0.24443681254271826
72.02381003027688,13.853291,0.2443625847236901
72.07143022425257,12.778425,0.2442883521090624
72.11904762519214,10.749108,0.2442141147806487
72.1666622898208,8.447179,0.24413987265102388
72.19690634297002,5.36092135,0.2440927105603082
81.17684889161673,-12.603299,0.22992691910627844
81.21427745081103,-13.904687,0.2298671937696699
81.26190575532414,-14.258469,0.2297911843032673
81.3095309692075,-14.211416,0.2297151705444742
81.35715307565022,-14.332076,0.2296391525210227
81.4047720806939,-14.378682,0.2295631302240433
81.45238798992094,-14.494028,0.2294871036454259
81.50000078663467,-14.656984,0.2294110728127094
81.5476104842768,-14.428928,0.2293350377051212
81.59523157093008,-14.4147025,0.22925897518123506
81.64286404961163,-14.488184,0.22918288522847816
81.69047888480205,-14.977372,0.2291068142301837
81.7380906297051,-14.697291499999999,0.22903073894072223
81.78571375853645,-14.919326,0.2289546362293644
81.83333377429804,-14.894823,0.22887852925920804
81.88095066015339,-15.387479,0.22880241805801466
81.92856442201462,-15.347591,0.2287263026170748
81.97618956282969,-14.552097,0.2286501597485945
82.02381156677033,-14.4320015,0.22857401265704175
82.07143043960261,-14.25613,0.2284978613339046
82.11904618703963,-14.7242035,0.22842170577093623
82.166658792514,-14.795511,0.2283455459954147
82.21428272177499,-14.692228,0.228269358864897
82.26190355111113,-14.566466,0.2281931674506218
82.30952123126636,-14.7038,0.228116971832171
82.35713576805358,-14.894824,0.2280407720009672
82.40476165595109,-15.039423,0.2279645447574563
82.45238435518654,-14.8636875,0.2278883133696639
82.5000039364236,-14.56783525,0.22781207772544565
82.54762037285985,-13.877133,0.2277358378683208
82.59523364793472,-14.55476625,0.2276595938257163
82.64285821880972,-14.795594000000001,0.22758332244362914
82.6904796701933,-14.45796,0.2275070468049395
82.73809795300615,-14.8895,0.22743076698908765
82.78571304063385,-15.109452,0.22735448303943614
82.83332499610962,-15.013944,0.22727819485587944
82.88094823922958,-15.034137,0.2272018793302454
82.92856833742255,-14.6528175,0.2271255595851695
82.97618523155344,-14.940058,0.2270492357145961
83.02381343574243,-15.007104,0.226972884454345
83.07143848763806,-14.949943,0.2268965289851393
83.11906032823086,-14.978262,0.2268201694023378
83.1666789953859,-14.889813,0.2267438056460607
83.21429447291905,-14.490178,0.2266674377430818
83.26190676593222,-14.580032,0.2265910656859791
83.30951587305478,-13.656795,0.2265146894777184
83.35713623682824,-13.8753355,0.226438285945674
83.40476787008728,-13.7366215,0.22636185506158768
83.45238187302462,-13.316667,0.2262854431995697
83.49999262372515,-11.9060135,0.2262090272904722
83.54761466795725,-11.356978000000002,0.2261325839846009
83.59523347927075,-12.806222,0.22605613659659224
83.64284908839744,-12.8382215,0.22597968507786104
83.69047593100527,-12.819348,0.2259032062471097
83.7380995583687,-12.2108745,0.22582672330257564
83.78571997610587,-11.949725,0.225750236235976
83.8333371575353,-11.0348015,0.2256737450909848
83.88095108606007,-9.883628,0.2255972498950886
83.92857622481009,-11.069468,0.2255207274087076
83.97619814498579,-12.92937,0.2254442008122713
84.02381681972554,-12.7060795,0.2253676701495906
84.0714322322995,-13.029092,0.2252911354484306
84.1119042119935,-13.25371,0.2252260754564736
91.11991408973506,-10.616382,0.2138587102077904
91.16666815720303,-1.6089859,0.21378218833909965
91.21427680071382,-14.31069,0.2137042584052379
91.26189615137696,-14.302806,0.213626301465193
91.30952620430686,-13.898055,0.2135483175191352
91.35715265650389,-4.2997003,0.2134703299813506
91.40476120945776,-12.493826,0.2133923622703109
91.45238045479279,-13.3325955,0.21331436756263167
91.49999609293324,-12.063101,0.2132363692757514
91.54760812160725,-11.6335625,0.21315836741383884
91.59523083070707,-11.731034000000001,0.21308033856242084
91.64284992388411,-11.6036795,0.21300230614209636
91.69046536705594,-11.074873499999999,0.2129242702093168
91.73809151055656,-9.350643,0.2128462072419727
91.78571402947789,-5.7468432499999995,0.2127681407159675
91.8333329215762,-3.7196298,0.2126900706355922
91.88096247008372,-10.983186,0.2126119735801701
91.92857410073356,-8.0326245,0.2125338964027388
91.97618209810749,-13.486783,0.2124558156832825
92.02380074200455,-11.236164,0.2123777079981234
92.0714300269815,-13.105748250000001,0.21229957334829747
92.11905566758108,-9.221774,0.2122214351649869
92.16666338269582,-13.376203,0.2121433168835876
92.21428172898413,-13.8094775,0.21206517164697194
92.26191070094922,-13.147236,0.21198699945612726
92.30953601746785,-13.453627000000001,0.2119088237465127
92.35714342645493,-12.805362,0.211830667917473
92.4047614267003,-8.632125,0.2117524851837627
92.45239003701849,-9.301979,0.21167427550662404
92.50000070963785,-11.9701675,0.2115960857641111
92.54762198579635,-11.91094,0.2115178690842696
92.5952395911387,-7.1257205,0.2114396489086787
92.64285352311828,-2.6606178,0.211361425241999
92.69047804657232,0.96492374,0.2112831746452661
92.73809889012284,-11.099134,0.211204920563629
92.78571605155406,-10.179345,0.2111266630013323
92.83332952844808,-12.044642,0.2110484019628309
92.88095358114288,-13.820723000000001,0.2109701140050998
92.92857394274648,-8.345355,0.210891822577387
92.9761906110808,-11.7770805,0.21081352768384987
93.02381786738226,-4.404294200000001,0.21073520583843813
93.07144139906003,-8.77592025,0.21065688057409493
93.119061228385,-7.9084395,0.2105785518547595
93.16667735309687,-8.7720375,0.21050021968470534
93.21428977091925,-11.41089225,0.2104218840682077
93.26189847959544,-9.04753225,0.21034354500954835
93.30951772920912,-3.790844,0.2102651790567355
93.35714751417608,-6.985986,0.2101867862110223
93.40477357883742,-9.363188,0.210108389931614
93.45238167158936,-7.3454672,0.21003001368269394
93.50000031401811,-13.082469,0.20995161051025069
93.54762945155566,-14.132105,0.2098731804960383
93.59524061147228,-12.356089,0.2097947705261952
93.64286228412288,-10.7441585,0.20971633368091913
93.69048022033088,-8.892063,0.209637893426036
93.73809441791387,-12.628784,0.20955944976569574
93.78571911555446,-14.4963365,0.2094809792380956
93.83334006774948,-14.3426045,0.20940250531155846
93.88095729652096,-11.75349725,0.2093240279503789
93.92857075058403,-5.016534549999999,0.2092455472395553
93.97619468892384,-6.3233747,0.2091670396723406
94.023814870189,-3.9424796,0.20908852872171235
94.07143129210678,-11.166111,0.209010014390102
94.11905818574368,-7.1142874,0.2089314732063178
94.16666708075918,-7.0082655,0.2088529521248314
94.21428644066285,-6.1876999999999995,0.20877440420160115
94.26191628400105,-7.8048587,0.2086958293977953
94.30952809842576,-10.865003,0.208617274750675
94.35713613720507,-11.646078,0.2085387167486864
94.40475462460714,-12.40198,0.20846013191651613
94.45238355501439,-13.6073715,0.20838152025535644
94.50000869809807,-14.941353,0.2083029052486019
94.54763007617177,-15.349672,0.20822428685991212
94.59524763791867,-14.324027000000001,0.2081456651745301
94.64286140528702,-15.9687435,0.2080670401566877
94.69047137609459,-14.886271,0.20798841181051964
94.7380917666426,-11.487817,0.2079097566537663
94.78572257096036,-9.26917,0.2078310746882611
94.83333535073825,-13.399862,0.207752412892095
94.88094434648872,-11.233847,0.2076737477430507
94.92856372131456,2.3465195,0.2075950558354762
94.97619349367253,-10.613777,0.20751633713062645
95.023819446008,-12.766895,0.2074376151224723
95.07142736519027,-12.835336,0.207358913308824
95.11904566400955,-12.945706999999999,0.2072801847203947
95.16667435138811,-14.337873,0.20720142933431007
95.21428499950066,-13.8424835,0.2071226941571843
95.26189181576777,-10.6744865,0.20704395569864845
95.30952320754804,-12.4731865,0.2069651669666178
95.35715075789477,-14.431813,0.2068863749585099
95.40476028616666,-15.105895,0.20680760313850405
95.4523801476344,-14.048558,0.2067288045922767
95.49999616056971,-15.889398499999999,0.2066500027830262
95.54760832234965,-16.082237,0.2065711977155974
95.59523082888413,-15.6469145,0.2064923658897741
95.64284946982085,-15.284352,0.2064135308248721
95.69047845329469,-15.88794275,0.2063346689946848
95.73810353968992,-16.008213,0.2062558039726607
95.78571059662876,-13.707432,0.206176959166203
95.83332797790544,-11.856236500000001,0.20609808761730092
95.88095567044485,-14.870161,0.2060191893395203
95.92857949291272,-4.71650005,0.20594028782121476
95.976199403842,-8.629331,0.2058613831315581
96.02381546417352,-10.17424875,0.2057824751700083
96.07142763243726,-14.274549,0.2057035640057564
96.11905007444967,-7.893848,0.2056246261568267
96.16666862457944,-10.2529155,0.20554568510002125
96.21428328026886,-10.872338,0.2054667408399704
96.26190822098862,-13.42252,0.2053877698635263
96.30952928441916,-10.843988,0.2053087956504664
96.35714638761053,-9.912957,0.2052298183388408
96.40475961586458,-4.675795,0.2051508377876424
96.45238308059174,-12.084062,0.20507183058496845
96.50000265580228,-12.176176,0.2049928201619297
96.54761829031614,-10.353661500000001,0.20491380660397415
96.59524414798254,-11.521389,0.20483476640355008
96.64286608200513,-13.246614000000001,0.20475572303488399
96.6904840825232,-5.22476435,0.20467667651484028
96.73809816160572,-8.6168905,0.20459762682369997
96.7857082462065,-11.565012,0.20451857408322904
96.83332859671906,-12.668945,0.2044394946112878
96.88095910483976,-14.5870905,0.2043603885794375
96.92857151131372,-13.611792999999999,0.2042813029218816
96.9761799426282,-15.395552,0.2042022141788806
97.0237985910849,-15.65441,0.2041230987696272
97.07142737999803,-13.654416,0.20404395681341564
97.11709799093084,-6.6330466,0.2039680595342949
103.70182641135725,-13.340418,0.1929309404882339
103.73810010322094,-15.137883500000001,0.1928696147789528
103.78571503951761,-16.3967995,0.19278910628771714
103.83332551890607,-16.1342325,0.19270859530223244
103.8809455303053,-13.621747,0.1926280581622483
103.92857507395443,-15.395008,0.1925474948586232
103.97620014625514,-16.012299,0.1924669290733947
104.02382075874768,-18.173876,0.192386360787166
104.07143689372576,-16.506191,0.1923057900298251
104.11904855541331,-16.570606,0.1922252167942453
104.16666972469991,-15.3936375,0.19214461741619027
104.2142864047116,-18.912895,0.1920640155811208
104.26189860678207,-18.2289585,0.1919834112698515
104.30952028611676,-17.1456285,0.19190278085231322
104.357137471572,-16.766188,0.19182214797421465
104.40476413727455,-17.958286,0.1917414889734408
104.45238629289173,-16.671465,0.19166082753910885
104.50000394249686,-16.646305,0.1915801636643158
104.54761709010305,-15.90446,0.19149949734223545
104.5952257182722,-16.729818,0.1914188286024344
104.6428577652895,-15.681394999999998,0.1913381100970514
104.69048528127252,-15.598957,0.1912573891816253
104.73809430940628,-15.479917,0.1911766895153424
104.7857127768304,-16.632613,0.1910959637601614
104.83334066196207,-17.128522,0.19101521194375415
104.88096400806134,-13.72647225,0.19093445772499468
104.92858281903821,-16.7670125,0.1908537010971637
104.97619707750135,-10.427061,0.190772942089797
105.02380678731271,-14.518034,0.1906921806962829
105.07142590400998,-16.643517,0.1906113932390637
