source_surface_longitude,vp
30.758479861195823,337.69460000000004
30.786078364854554,332.80627
30.830904979295468,294.61267
30.88121553026002,297.849
30.929097512830452,301.60864
30.975814253684113,320.012335
31.0240784821103,293.3295
31.07029629679218,305.59113
31.118504013152425,312.98655
31.167817874785,305.3506
31.21142222653777,362.21527
31.261584169648884,325.5785
31.31058228895681,317.344555
31.359321678972098,311.14149
31.405484577747757,301.56875
31.453218076300548,315.405105
31.499742079145783,346.94254
31.547848669343818,302.309185
31.59520587426433,303.04044
31.64321808778616,320.27185
31.69141807559535,302.70145
31.720808094926557,302.64636
31.803662493660028,315.60037
31.831403097708883,304.63388
31.87649263314146,345.3641
31.92907794559138,305.702745
31.973935310359067,297.27725
32.023910661021276,307.60041
32.07066624256652,332.31638
32.119551719084214,321.107145
32.166656806183134,314.33546
32.21393385445283,343.32825
32.26237373563069,323.12939
32.31049687165884,311.42752
32.35580436745981,325.06395
32.403770758660926,322.206375
32.45341892696487,325.20267
32.50073184893347,318.6079
32.54517739860188,335.42438
32.59383214958878,341.73587
32.642153889514944,314.27031
32.69167187967041,313.4684
32.73675224108253,316.2668
32.7845567330424,312.10569499999997
32.831495382668535,348.31036
32.88015044232523,339.454
32.92897781104703,326.98758
32.9764113793302,326.27662499999997
33.0234833514576,333.80298
33.06913767647323,465.95206
33.11863299816687,474.752775
33.16512729349462,409.79163
33.21283709466663,343.35608
33.26124073834575,338.35532
33.308205675665626,337.39317
33.355861676224066,337.01447
33.40421468974429,367.47028
33.45111061544373,335.87271499999997
33.49924246274153,341.5005
33.549165012542055,349.88837
33.598168236423646,340.5622
33.64405315048623,334.30919
33.69117938006143,344.39142
33.73900747598145,354.51151500000003
33.786990599774654,354.96519
33.834574858324174,361.1539
33.884605037366775,341.7232
33.93075865271217,339.816485
33.97544600499279,340.37061500000004
34.024755572505825,348.03445
34.07478940513528,362.75287000000003
34.11877509939353,348.28308
34.16968602542266,340.58456
34.21451459105222,350.890065
34.262324274556406,347.71045000000004
34.30971095517536,341.34134
34.35724322156814,369.71993499999996
34.40492144341497,349.0058
34.45332317510104,360.5194
34.4989809105727,355.202745
34.54941642705591,350.5689
34.59651928737135,347.83281
34.64259469138574,349.73608
34.688804460977124,343.13446999999996
34.73984937660311,386.763355
34.78516355198218,387.84918000000005
34.831788289703354,349.45322
34.8779559062521,356.6414
34.92722843014281,362.16455
34.97665142858415,351.96722
35.022038449431676,353.44696
35.07415025500706,352.79088
35.119809434785154,366.85257
35.16861270738671,363.4054
35.2127201579558,355.67868
35.261799513368004,377.34393
35.30919883297351,360.39923
35.354292543960334,372.37457
35.40624019811568,484.48508000000004
35.45466582418114,461.7957
35.49892260831588,394.328415
35.54638153131788,388.42083
35.59335512864382,386.66298
35.64356265217806,361.08463
35.69205103279591,354.8948
35.73630787175348,362.837815
35.78318250060135,381.34512
35.83332341320994,389.72946
35.879833985500724,363.63986
35.925207818363326,358.86514
35.979560230692655,372.66467
36.02583008074741,396.35377
36.07222282194954,399.032395
36.120652970369306,363.44861000000003
36.163458812477245,359.413325
36.21342388714126,374.89841
36.26095731123845,361.3748
36.3118434944597,354.44806
36.35705433027781,358.41544
36.40691880614286,360.8586
36.45368140081422,357.42753500000003
36.49989384366113,350.19284
36.54558168709193,362.71637
36.596627341150594,358.21896
36.64781725737113,356.4406
36.68860950634989,355.91528
36.73941887411986,354.32483
36.78503022614033,372.31668
36.83475928200177,363.65103
36.880628902083885,365.53265
36.927279993785206,361.00937
36.97672502720281,364.95178
37.02361871168264,366.99158
37.07332066102934,383.63275
37.11910961512628,358.51535
37.163659016989975,356.89996
37.212379134487335,356.023465
37.26122537035241,356.1247
37.31019814260503,365.7328
37.355883850555195,376.12697000000003
37.40099523271757,360.97069999999997
37.451015690663446,355.66113
37.49910364897252,359.82205
37.54731250861707,366.8242
37.59495104103304,350.20669499999997
37.642707510541484,352.196
37.691971481604774,356.43612
37.731612107292854,379.26937
37.78180004132228,365.5862
37.83701641751935,352.74414
37.88116147771076,373.51462
37.92821854713124,365.90175999999997
37.97679813501758,353.19986
38.025497538697905,359.18466
38.069358754770604,357.890625
38.12063268612271,357.536895
38.17089316553091,377.017375
38.21507614184168,357.79404999999997
38.267938428707765,354.99454
38.30731840771953,365.344765
38.353957836673914,350.47382
38.40360807656949,358.5399
38.4504477952968,395.1024
38.49814190682869,353.8912
38.54159733864251,359.57648
38.59677401409217,354.89792
38.64555162671493,351.28752
38.68931002678089,365.459635
38.73829649955313,401.76663
38.78226394684565,384.72245
38.8366192501458,379.1034
38.88153297944635,389.6121
38.92949872259056,404.47104
38.976094081942506,427.714585
39.023535540453864,438.10062
39.06885323463646,396.63657
39.11575953898189,370.615525
39.16426443722089,366.8556
39.2188722714256,380.623855
39.26235964134051,431.75838
39.30820429134675,396.37317
39.35487805273547,358.50378
39.40166578926864,366.29895
39.4493130821307,363.01936
39.50086069237233,386.49998500000004
39.54340449747917,378.22034
39.59136674943122,365.55883500000004
39.64554704975758,361.81339
39.69067303799166,367.6068
39.73972933271914,363.80032
39.788896236607414,424.49375499999996
39.83046681786426,379.10492
39.885256722254574,386.25667
39.93706176425307,359.90994
39.9734839194141,382.26827000000003
