source_surface_longitude,vp
73.18904340314248,347.2
73.21649822095951,345.7
73.26225624128831,345.5
73.30801424990757,347.3
73.3583480458088,347.8
73.40410602988783,346.3
73.45443979891292,346.3
73.50019775841027,346.5
73.5413799119203,347.7
73.59171364237243,349.3
73.64204735855178,346.95
73.69238106069267,346.9
73.73813895942308,348.3
73.8021999980212,347.3
73.83880629550626,349.6
73.88456415685555,351.2
73.9303220065242,346.8
73.98065562758515,345.4
74.01726188863339,346.1
74.06759548540765,345.7
74.12250484753869,346.3
74.16826263649472,348.3
74.21402041374839,350.7
74.25977817933416,350.6
74.31011170794471,350.5
74.36044522255209,347.9
74.41077872291405,350.6
74.45196066735086,349.8
74.49771837226662,343.8
74.54805183414827,344.7
74.59380951455785,343.35
74.65329448171936,343.8
74.68990060552817,342.0
74.735658249777,340.8
74.78599164495333,339.35
74.83174926472488,341.45
74.8820826330781,341.1
74.92326446931921,342.5
74.95987053808585,349.8
75.11087049302962,355.5
75.22068856236915,355.8
75.26187032103303,342.45
75.31220356891482,342.3
75.33965806178537,343.5
75.46777897313864,340.1
75.47693046330349,340.1
75.65538442860452,343.6
75.68741460884009,350.5
75.73317199919393,349.3
75.78808085227344,343.7
75.82926248103328,350.20000000000005
75.88417130482506,349.8
75.92535291171006,349.7
75.98941317028591,350.5
76.02601902211238,341.1
76.0717763264279,342.0
76.11753361912163,342.3
76.1632909001645,347.0
76.21819962209639,345.9
76.26395687760925,345.4
76.31428984516563,347.65
76.35547135372865,347.7
76.40122857439582,345.2
76.45156150362651,345.04999999999995
76.50189441892347,346.3
76.54765160240682,346.0
76.59340877427998,349.8
76.64374164987525,348.5
76.69407451153003,349.8
76.7398316462638,349.5
76.79474019262659,355.8
76.83134588089187,357.0
76.88167869011724,364.6
76.93201148539269,363.6
76.97776855977332,347.4
77.04182844444986,348.3
77.13791822875861,349.2
77.17909954932018,348.3
77.21570515967413,348.3
77.25688646238507,352.7
77.30721915305668,353.5
77.35755182963429,350.65
77.40788449226595,350.6
77.45364144608648,352.8
77.49939838833792,358.6
77.5451553189765,356.3
77.59091223805136,357.6
77.64582052540149,355.25
77.6915774183145,343.8
77.73733430125458,343.1
77.7693641117124,343.79999999999995
77.8334237157288,342.79999999999995
77.88375624566486,340.55
77.92951307907023,345.70000000000005
78.03017807201333,353.6
78.08508622627802,344.8
78.12626733096954,374.29999999999995
78.16287274957038,371.35
78.20405383668438,369.6
78.25896193818438,362.5
78.30471867673198,360.8
78.37792943434792,359.4
78.40995913144135,359.1
78.45571583183192,359.2
78.47859417773536,359.7
78.5701075322981,366.7
78.59756152964817,366.7
78.64331818265651,366.5
78.67534783284364,366.4
78.73483145405078,369.2
78.83549599919564,367.7
78.88582825075562,363.1
78.93158483101992,361.3
78.95446311686034,363.0
79.08715711754829,362.3
79.11003538378682,362.6
79.2656075173214,364.7
79.29306140938566,364.1
79.3616961213534,364.5
79.38914999890218,365.1
79.50811675361456,367.15
79.54472189324565,370.9
79.79180639279663,367.1
79.83756274472688,368.55
79.86501655038057,370.9
80.04346618602378,369.9
80.07091996056667,370.8
80.11210061456998,373.2
80.167008138799,372.1
80.21734002150373,371.6
80.26309626640891,368.0
80.32715498989387,370.1
80.35460872163871,370.1
80.40494055237019,368.9
80.4552723692729,368.6
80.50560417217076,368.95
80.54220911103067,367.6
80.60626773633476,367.75
80.63372142599147,363.55
80.68862879289951,355.4
80.78471664522432,360.3
80.83047274753591,359.6
80.90368248736566,362.7
80.92656052496228,361.65
81.02264825186334,361.1
81.07297989803575,361.29999999999995
81.12331153043417,364.2
81.15534074372465,365.25
81.24685275086392,380.0
81.31091112855117,366.8
81.35209150237687,366.1
81.39327186683293,367.4
81.5122373120478,366.6
81.55341764046922,366.4
81.60832473049362,366.3
81.64492944802535,364.6
81.69068533461056,365.7
81.74559238338949,365.1
81.76847031543731,365.3
81.85540643143625,364.4
81.87828434973923,364.7
81.94691808772238,367.6
81.95606925083709,367.6
82.07045875096725,370.7
82.13451683984007,373.3
82.2534818024809,372.04999999999995
82.32211539962461,375.5
82.34499325954653,375.0
82.41820239226945,387.5
82.45023137867001,374.8
82.5005626315654,373.45
82.55546943716934,375.6
82.6515563074405,375.8
82.6973119421998,375.5
82.74306756551631,375.3
82.77967205594211,376.9
82.8528810148569,377.3
82.8757588084704,378.1
82.92608994452763,381.2
82.98557217830627,374.9
83.06793216251711,376.4
83.2189253708444,378.7
83.26468086396478,379.8
83.3104363457025,379.9
83.35161626941431,385.55
83.45227826641391,374.5
83.50260924427347,384.6
83.55751574977342,382.1
83.59412007764156,382.0
83.6947819416684,395.8
83.83204803097561,384.9
83.8778033712881,378.2
83.91440763533976,370.2
84.23011911014392,393.5
84.26672330404469,395.0
84.50922590479695,399.4
84.69682203703611,395.45000000000005
84.73800165032667,392.5
84.78375676531195,395.3
84.83408737863907,398.6
84.86611594368964,396.7
84.939324071334,366.9
84.97592812425339,363.0
85.02168318017172,361.4
85.07201372851327,358.6
85.12234426324781,364.3
85.18640128749203,357.3
85.21385429107903,359.3
85.25960928798528,358.4
85.30536427351872,359.6
85.36027024120557,352.7
85.42432718283833,370.6
85.45178015102933,362.6
